"food_code","name","category","base_amount","base_unit","kcal","carbs","protein","fat","sugar","dietary_fiber","vit_a","vit_c","vit_d","calcium","iron","sodium","image"
"D317-698010000-0001","마늘쫑장아찌_간장","장아찌·절임류","200","G","120","21.6","4.0","2.0","15.6","6.4","24.0","3.0","0.0","62.0","0.0","3254.0","food-category/pickled.jpg"
"D317-698020000-0001","마늘쫑장아찌_고추장","장아찌·절임류","200","G","220","42.0","5.2","3.6","22.4","10.0","138.0","3.68","0.0","80.0","0.0","2830.0","food-category/pickled.jpg"
"D317-699000000-0001","매실장아찌","장아찌·절임류","200","G","486","116.22","3.3","0.86","76.32","7.8","82.0","0.0","0.0","60.0","0.0","2252.0","food-category/pickled.jpg"
"D317-700000000-0001","무장아찌","장아찌·절임류","200","G","160","33.52","2.94","1.52","19.24","4.8","4.0","35.7","0.0","56.0","0.02","5866.0","food-category/pickled.jpg"
"D317-704000000-0001","오이지","장아찌·절임류","200","G","58","5.04","1.64","3.58","3.74","4.2","0.0","0.0","0.0","120.0","1.44","4740.0","food-category/pickled.jpg"
"D318-705000000-0001","소스/드레싱_간편조리세트_오야꼬동 (밥제외)","장류, 양념류","200","G","232","15.32","17.86","11.08","11.86","2.0","0.0","0.18","0.24","36.0","1.42","1060.0","food-category/seasoning.jpg"
"D318-707000000-0001","카레소스_간편조리세트_키마카레&치즈키마카레","장류, 양념류","200","G","272","12.04","18.32","16.76","5.72","2.2","0.0","0.0","0.0","170.0","2.22","528.0","food-category/seasoning.jpg"
"D319-708020000-0001","밀크쉐이크_바닐라","유제품류 및 빙과류","200","G","226","34.02","4.86","7.76","33.14","0.6","0.0","0.72","0.0","196.0","0.0","102.0","food-category/milk_ice.jpg"
"D319-709043900-0001","빙수_인절미_우유얼음","유제품류 및 빙과류","200","G","282","39.2","11.94","8.7","29.96","4.0","0.0","2.02","0.0","194.0","1.16","126.0","food-category/milk_ice.jpg"
"D319-709053900-0001","빙수_팥_우유얼음","유제품류 및 빙과류","200","G","292","62.98","6.48","1.58","50.08","3.8","0.0","0.92","0.0","116.0","0.86","102.0","food-category/milk_ice.jpg"
"D319-711030000-0001","아이스크림_썬대","유제품류 및 빙과류","200","G","392","60.9","6.34","13.72","50.84","1.8","0.0","0.3","0.0","220.0","1.04","158.0","food-category/milk_ice.jpg"
"D319-714010000-0001","우유_딸기","유제품류 및 빙과류","200","G","146","22.08","4.08","4.62","20.48","1.2","0.0","2.68","0.0","142.0","0.14","46.0","food-category/milk_ice.jpg"
"D320-716030000-0001","과ㆍ채주스_당근","음료 및 차류","200","ML","58","13.76","0.72","0.08","13.62","2.4","0.0","0.94","0.0","32.0","0.22","58.0","food-category/beverage.jpg"
"D315-668000000-0001","동치미","김치류","200","G","22","4.16","0.98","0.14","2.38","1.6","0.0","2.22","0.0","152.0","1.12","944.0","food-category/kimchi.jpg"
"D315-670000000-0001","배추김치","김치류","200","G","76","12.98","3.96","0.86","4.8","5.0","70.0","7.18","0.0","86.0","0.86","1102.0","food-category/kimchi.jpg"
"D315-670010000-0001","배추김치_가을재배","김치류","200","G","74","12.2","3.7","1.08","6.1","9.2","30.0","6.3","0.0","100.0","1.02","1096.0","food-category/kimchi.jpg"
"D315-670030000-0001","배추김치_봄재배","김치류","200","G","78","11.9","4.44","1.34","4.76","7.2","96.0","8.08","0.0","106.0","1.12","1252.0","food-category/kimchi.jpg"
"D315-670040000-0001","배추김치_여름재배","김치류","200","G","76","13.12","3.68","0.98","6.44","9.2","50.0","7.28","0.0","102.0","0.9","1212.0","food-category/kimchi.jpg"
"D315-671000000-0001","백김치","김치류","200","G","32","6.0","1.9","0.14","2.08","3.8","4.0","31.96","0.0","70.0","0.48","790.0","food-category/kimchi.jpg"
"D315-673000000-0001","부추김치","김치류","200","G","142","16.84","6.06","5.66","10.28","5.8","0.0","0.38","0.0","126.0","1.86","1340.0","food-category/kimchi.jpg"
"D315-674000000-0001","얼갈이배추김치","김치류","200","G","60","8.74","3.76","1.16","2.3","6.6","230.0","10.72","0.0","250.0","0.78","1162.0","food-category/kimchi.jpg"
"D315-675000000-0001","열무김치","김치류","200","G","72","11.74","4.78","0.76","1.36","5.4","292.0","6.6","0.0","230.0","1.3","1166.0","food-category/kimchi.jpg"
"D315-676000000-0001","열무물김치","김치류","200","G","36","5.82","2.82","0.14","3.36","1.0","64.0","7.76","0.0","64.0","0.42","986.0","food-category/kimchi.jpg"
"D315-677000000-0001","열무얼갈이김치","김치류","200","G","70","10.44","4.3","1.32","1.82","6.2","304.0","0.0","0.0","158.0","0.0","1360.0","food-category/kimchi.jpg"
"D315-679000000-0001","오이소박이","김치류","200","G","74","13.32","3.52","0.74","6.34","6.2","112.0","1.78","0.0","58.0","1.14","604.0","food-category/kimchi.jpg"
"D315-680000000-0001","유채김치","김치류","200","G","124","20.2","7.0","1.6","0.0","0.0","444.0","112.0","0.0","134.0","0.0","1852.0","food-category/kimchi.jpg"
"D315-681000000-0001","유채물김치","김치류","200","G","34","6.0","2.0","0.2","0.0","0.0","6.0","38.0","0.0","74.0","0.0","904.0","food-category/kimchi.jpg"
"D315-682000000-0001","총각김치","김치류","200","G","84","15.78","3.84","0.58","6.0","4.8","28.0","6.98","0.0","76.0","1.04","1260.0","food-category/kimchi.jpg"
"D315-683000000-0001","파김치","김치류","200","G","98","17.02","5.0","1.16","5.6","9.2","214.0","4.44","0.0","120.0","1.46","1310.0","food-category/kimchi.jpg"
"D316-686010000-0001","게장_간장","젓갈류","200","G","176","8.94","24.5","4.62","5.86","0.0","0.0","0.92","0.0","426.0","2.84","1820.0","food-category/jeotgal.jpg"
"D403-188000000-0001","물만두","면 및 만두류","200","G","184","21.0","12.2","5.12","0.12","2.6","2.0","2.06","0.04","44.0","1.2","204.0","food-category/noodle.jpg"
"D314-635000000-0001","밴댕이무침","생채·무침류","200","G","300","23.0","14.9","16.5","13.5","8.2","172.0","0.0","0.0","204.0","0.0","514.0","food-category/seasoned.jpg"
"D314-637150000-0001","부추무침_부추만","생채·무침류","200","G","140","23.16","6.5","2.42","15.34","6.2","0.0","0.5","0.0","180.0","1.68","1560.0","food-category/seasoned.jpg"
"D314-639000000-0001","상추 겉절이","생채·무침류","200","G","128","12.36","4.96","6.52","7.42","4.6","0.0","0.44","0.0","178.0","1.76","1100.0","food-category/seasoned.jpg"
"D314-640000000-0001","샐러드_간편조리세트_콥샐러드&시저드레싱","생채·무침류","200","G","258","9.1","17.5","16.8","3.78","1.8","0.0","0.36","0.0","174.0","1.18","678.0","food-category/seasoned.jpg"
"D314-640030000-0001","샐러드_고구마","생채·무침류","200","G","370","53.68","3.62","15.58","29.96","6.0","0.0","4.46","0.0","76.0","1.08","250.0","food-category/seasoned.jpg"
"D314-640224600-0001","샐러드_양배추_코올슬로","생채·무침류","200","G","306","29.78","1.9","19.82","24.38","3.8","56.0","29.2","0.0","60.0","0.44","406.0","food-category/seasoned.jpg"
"D314-641000000-0001","쑥갓나물무침","생채·무침류","200","G","128","8.8","6.0","7.6","0.4","7.8","490.0","0.66","0.0","208.0","0.0","946.0","food-category/seasoned.jpg"
"D314-645000000-0001","오이생채","생채·무침류","200","G","100","15.94","2.88","2.68","11.68","4.2","0.0","0.74","0.0","116.0","0.92","808.0","food-category/seasoned.jpg"
"D314-645270000-0001","오이생채_오이만","생채·무침류","200","G","102","13.12","3.22","4.16","9.62","3.4","0.0","0.98","0.0","124.0","0.92","996.0","food-category/seasoned.jpg"
"D314-652000000-0001","탕평채","생채·무침류","200","G","194","24.52","7.1","7.62","0.78","5.4","42.0","13.3","0.0","38.0","0.0","520.0","food-category/seasoned.jpg"
"D314-656000000-0001","파무침","생채·무침류","200","G","164","21.3","4.62","6.72","14.16","7.0","0.0","2.76","0.0","206.0","1.08","1004.0","food-category/seasoned.jpg"
"D314-661000000-0001","홍어무침","생채·무침류","200","G","198","25.96","17.86","2.64","14.46","6.8","134.0","4.3","0.0","300.0","0.0","802.0","food-category/seasoned.jpg"
"D314-662190000-0001","회무침_서대","생채·무침류","200","G","210","30.6","15.06","3.06","14.86","5.6","116.0","0.34","0.0","122.0","0.0","800.0","food-category/seasoned.jpg"
"D315-663000000-0001","갓김치","김치류","200","G","74","14.14","6.52","0.8","4.92","6.0","202.0","3.3","0.0","206.0","1.66","1440.0","food-category/kimchi.jpg"
"D315-664000000-0001","고들빼기김치","김치류","200","G","222","43.74","6.32","2.44","11.38","11.4","340.0","0.0","0.0","102.0","0.0","2970.0","food-category/kimchi.jpg"
"D315-665000000-0001","깍두기","김치류","200","G","80","16.54","2.72","0.42","6.44","0.0","22.0","5.82","0.0","64.0","0.58","1046.0","food-category/kimchi.jpg"
"D315-666000000-0001","깻잎김치","김치류","200","G","166","23.54","6.88","4.88","11.58","8.6","0.0","0.72","0.0","212.0","2.38","1672.0","food-category/kimchi.jpg"
"D403-187560000-0001","물냉면_열무","면 및 만두류","200","G","190","32.82","9.4","1.9","1.38","2.8","22.0","1.56","0.08","40.0","1.66","852.0","food-category/noodle.jpg"
"D313-579000000-0001","미나리나물","나물·숙채류","200","G","118","8.96","4.06","7.34","0.0","7.0","298.0","0.0","0.0","156.0","0.0","602.0","food-category/namul.jpg"
"D313-583000000-0001","세발나물무침","나물·숙채류","200","G","156","14.1","6.02","8.5","7.34","8.2","0.0","7.74","0.0","148.0","1.5","1402.0","food-category/namul.jpg"
"D313-591000000-0001","우거지나물무침","나물·숙채류","200","G","172","11.6","6.0","11.34","2.0","11.6","208.0","1.14","0.0","260.0","0.0","1030.0","food-category/namul.jpg"
"D313-596000000-0001","취나물무침","나물·숙채류","200","G","296","13.22","5.5","24.62","0.0","13.0","438.0","1.26","0.0","298.0","0.0","1128.0","food-category/namul.jpg"
"D314-607000000-0001","골뱅이무침","생채·무침류","200","G","218","31.38","14.16","3.94","20.92","7.4","138.0","0.0","0.0","76.0","0.02","1052.0","food-category/seasoned.jpg"
"D314-612380000-0001","냉채_해파리","생채·무침류","200","G","122","17.86","8.26","1.86","15.2","2.8","12.0","0.12","0.0","60.0","0.0","678.0","food-category/seasoned.jpg"
"D314-613000000-0001","노각무침","생채·무침류","200","G","112","19.06","3.46","2.4","9.46","5.4","66.0","4.74","0.0","54.0","0.0","1090.0","food-category/seasoned.jpg"
"D314-616000000-0001","단무지무침","생채·무침류","200","G","80","11.2","2.0","3.2","2.8","6.4","38.0","1.04","0.0","60.0","0.0","1716.0","food-category/seasoned.jpg"
"D314-617000000-0001","달래무침","생채·무침류","200","G","182","31.74","5.34","3.74","14.94","8.6","182.0","6.36","0.0","114.0","0.0","1156.0","food-category/seasoned.jpg"
"D314-618000000-0001","더덕무침","생채·무침류","200","G","288","57.86","5.74","3.74","26.94","9.4","104.0","2.94","0.0","80.0","0.0","1662.0","food-category/seasoned.jpg"
"D314-619000000-0001","도라지생채","생채·무침류","200","G","238","49.04","5.5","2.22","19.2","9.8","0.0","0.42","0.0","80.0","1.42","1044.0","food-category/seasoned.jpg"
"D314-626000000-0001","무말랭이무침","생채·무침류","200","G","262","58.48","4.5","1.22","33.5","15.2","206.0","0.0","0.0","174.0","3.66","2146.0","food-category/seasoned.jpg"
"D314-629100000-0001","묵무침_도토리묵","생채·무침류","200","G","92","20.76","0.58","0.64","0.86","1.8","0.0","0.0","0.0","26.0","0.0","248.0","food-category/seasoned.jpg"
"D314-629330000-0001","묵무침_청포묵","생채·무침류","200","G","120","18.16","2.32","4.16","1.44","3.2","32.0","2.18","0.0","26.0","0.0","580.0","food-category/seasoned.jpg"
"D314-630000000-0001","물회","생채·무침류","200","G","152","15.8","9.82","5.4","5.72","4.4","30.0","0.86","0.0","60.0","0.0","598.0","food-category/seasoned.jpg"
"D314-630180000-0001","물회_생선","생채·무침류","200","G","144","20.62","8.58","3.08","13.0","2.8","48.0","4.02","0.0","46.0","0.0","694.0","food-category/seasoned.jpg"
"D314-632000000-0001","미역초무침","생채·무침류","200","G","126","25.14","4.38","0.96","16.58","5.8","0.0","0.52","0.0","244.0","2.44","1194.0","food-category/seasoned.jpg"
"D314-634000000-0001","배추 겉절이","생채·무침류","200","G","86","13.02","4.36","1.84","6.08","5.0","0.0","0.66","0.0","114.0","1.26","1162.0","food-category/seasoned.jpg"
"D312-553000000-0001","라조기","튀김류","200","G","398","26.24","20.66","23.5","0.16","2.8","48.0","0.0","0.0","72.0","0.02","648.0","food-category/fried.jpg"
"D312-554000000-0001","멘보샤","튀김류","200","G","578","26.44","21.04","43.2","2.0","4.2","0.0","1.74","0.0","60.0","0.8","1392.0","food-category/fried.jpg"
"D312-555000000-0001","미꾸라지튀김","튀김류","200","G","774","57.7","21.78","50.78","0.6","7.0","22.0","0.0","0.0","1074.0","0.0","648.0","food-category/fried.jpg"
"D312-557000000-0001","복어튀김","튀김류","200","G","640","45.76","27.68","38.54","1.2","4.4","0.0","5.72","0.0","54.0","0.74","568.0","food-category/fried.jpg"
"D312-558030000-0001","북어강정_고추장양념","튀김류","200","G","758","51.64","38.44","44.14","24.34","2.2","0.0","15.7","0.0","238.0","1.74","1418.0","food-category/fried.jpg"
"D312-559000000-0001","생선까스","튀김류","200","G","654","46.56","24.34","41.1","1.96","3.8","10.0","0.0","0.0","46.0","0.0","788.0","food-category/fried.jpg"
"D312-560000000-0001","양파링튀김","튀김류","200","G","822","87.16","7.72","50.46","10.86","5.4","0.0","2.8","0.0","230.0","1.56","1552.0","food-category/fried.jpg"
"D312-561000000-0001","쥐포튀김","튀김류","200","G","714","85.0","19.24","32.98","15.92","2.8","0.0","0.0","0.0","162.0","0.0","1434.0","food-category/fried.jpg"
"D312-563000000-0001","치즈볼","튀김류","200","G","666","57.32","19.12","40.0","10.96","0.6","0.0","0.48","0.0","306.0","0.82","1064.0","food-category/fried.jpg"
"D312-564000000-0001","치즈스틱","튀김류","200","G","658","41.14","25.18","43.7","3.68","0.4","0.0","0.56","0.0","548.0","0.98","1192.0","food-category/fried.jpg"
"D312-565000000-0001","치킨가스","튀김류","200","G","592","44.02","27.92","33.92","4.16","3.8","30.0","0.0","0.0","156.0","0.0","780.0","food-category/fried.jpg"
"D312-566000000-0001","탕수육_간편조리세트_김치피자탕수육","튀김류","200","G","454","40.94","24.72","21.34","14.74","4.6","0.0","5.56","0.0","374.0","0.68","798.0","food-category/fried.jpg"
"D312-584000000-0001","난자완스","튀김류","200","G","346","19.14","21.62","20.34","0.5","3.4","32.0","0.0","0.0","34.0","0.02","704.0","food-category/fried.jpg"
"D313-568000000-0001","고구마줄기나물","나물·숙채류","200","G","194","11.54","3.28","14.92","3.3","6.4","0.0","0.0","0.0","272.0","1.14","946.0","food-category/namul.jpg"
"D313-571000000-0001","깻잎나물","나물·숙채류","200","G","292","12.84","8.46","22.98","1.96","8.6","0.0","1.16","0.0","552.0","2.46","832.0","food-category/namul.jpg"
"D313-572000000-0001","깻잎나물볶음","나물·숙채류","200","G","206","11.5","7.5","14.4","0.6","10.4","886.0","1.64","0.0","364.0","0.0","1042.0","food-category/namul.jpg"
"D313-576000000-0001","머위나물무침","나물·숙채류","200","G","170","4.98","3.24","15.32","0.88","4.0","0.0","0.26","0.0","106.0","0.6","904.0","food-category/namul.jpg"
"D403-187000000-0001","물냉면","면 및 만두류","200","G","192","36.44","7.2","1.42","0.84","1.6","6.0","1.32","0.1","20.0","1.3","402.0","food-category/noodle.jpg"
"D312-541000000-0001","김말이튀김","튀김류","200","G","390","61.02","4.1","14.4","3.76","2.6","82.0","0.0","0.0","210.0","2.08","920.0","food-category/fried.jpg"
"D312-545000000-0001","깐풍새우","튀김류","200","G","480","41.12","16.3","27.72","14.4","5.0","0.0","0.74","0.0","200.0","1.94","1062.0","food-category/fried.jpg"
"D312-548000000-0001","닭모래집튀김","튀김류","200","G","624","38.8","37.46","35.46","2.4","2.6","22.0","0.6","0.0","48.0","0.0","430.0","food-category/fried.jpg"
"D312-549000000-0001","닭튀김","튀김류","200","G","602","32.54","43.46","33.14","1.0","3.0","22.0","11.26","0.0","26.0","0.0","830.0","food-category/fried.jpg"
"D312-549050000-0001","닭튀김_다리(넓적다리)","튀김류","200","G","554","18.16","43.22","33.06","0.0","0.6","58.0","0.0","0.0","36.0","2.9","576.0","food-category/fried.jpg"
"D312-549060000-0001","닭튀김_다리(아랫다리)","튀김류","200","G","536","16.56","43.9","31.5","0.0","0.6","52.0","0.0","0.0","34.0","2.7","538.0","food-category/fried.jpg"
"D312-549070000-0001","닭튀김_닭가슴살","튀김류","200","G","504","40.4","42.0","19.4","0.0","0.0","98.0","0.0","0.0","12.0","3.0","120.0","food-category/fried.jpg"
"D312-549100000-0001","닭튀김_목","튀김류","200","G","660","17.4","39.64","47.04","0.0","0.0","102.0","0.0","0.0","62.0","4.3","552.0","food-category/fried.jpg"
"D312-549110000-0001","닭튀김_살코기","튀김류","200","G","578","18.84","45.08","34.7","0.0","0.6","56.0","0.0","0.4","42.0","2.74","584.0","food-category/fried.jpg"
"D312-549150000-0001","닭튀김_너겟","튀김류","200","G","664","33.26","30.6","45.4","2.24","3.2","26.0","0.0","0.0","122.0","2.24","1032.0","food-category/fried.jpg"
"D312-549160000-0001","닭튀김_양념","튀김류","200","G","552","42.3","35.5","26.8","12.5","2.2","42.0","0.2","0.0","34.0","0.0","806.0","food-category/fried.jpg"
"D312-550000000-0001","돈가스_간편조리세트_부타이로스카츠 (통등심돈가스)","튀김류","200","G","524","21.42","28.92","35.94","6.22","1.0","0.0","0.0","0.0","24.0","0.88","644.0","food-category/fried.jpg"
"D312-550000000-0002","돈가스","튀김류","200","G","560","31.78","27.7","35.88","9.98","0.6","0.0","2.4","0.0","68.0","1.92","686.0","food-category/fried.jpg"
"D312-550020000-0001","돈가스_고구마","튀김류","200","G","634","46.1","24.68","39.02","12.44","4.0","0.0","0.0","0.0","144.0","1.28","576.0","food-category/fried.jpg"
"D312-550080000-0001","돈가스_돼지등심","튀김류","200","G","624","38.48","33.0","37.54","3.66","2.0","14.0","0.12","0.0","36.0","0.0","574.0","food-category/fried.jpg"
"D312-550090000-0001","돈가스_돼지안심","튀김류","200","G","652","34.26","33.28","42.4","2.78","2.4","12.0","0.12","0.0","32.0","0.0","552.0","food-category/fried.jpg"
"D312-550140000-0001","돈가스_치즈","튀김류","200","G","604","33.42","33.62","37.36","2.86","2.6","52.0","0.14","0.0","336.0","0.0","696.0","food-category/fried.jpg"
